time	V(vin)
2.647540818164611e-006	5.000000e+000
5.279715189581224e-006	5.000000e+000
5.361970638687993e-006	5.000000e+000
5.526481536901531e-006	5.000000e+000
5.855503333328608e-006	5.000000e+000
6.513546926182762e-006	5.000000e+000
7.829634111891069e-006	5.000000e+000
1.285235898183277e-005	5.000000e+000
3.157747714519961e-005	5.000000e+000
7.557747714519961e-005	5.000000e+000
1.195774771451996e-004	5.000000e+000
1.415774771451996e-004	5.000000e+000
1.635774771451996e-004	5.000000e+000
1.855774771451996e-004	5.000000e+000
2.075774771451996e-004	5.000000e+000
2.295774771451996e-004	5.000000e+000
2.515774771451996e-004	5.000000e+000
2.735774771451995e-004	5.000000e+000
2.955774771451995e-004	5.000000e+000
3.175774771451995e-004	5.000000e+000
3.395774771451995e-004	5.000000e+000
3.615774771451995e-004	5.000000e+000
3.835774771451995e-004	5.000000e+000
4.055774771451995e-004	5.000000e+000
1.000000001000000e-003	5.000000e+000
1.000000001100000e-003	4.500000e+000
1.000000001101732e-003	4.491343e+000
1.000000001105194e-003	4.474029e+000
1.000000001112120e-003	4.439401e+000
1.000000001125971e-003	4.370143e+000
1.000000001153674e-003	4.231631e+000
1.000000001209079e-003	3.954606e+000
1.000000001260322e-003	3.698391e+000
1.000000001267230e-003	3.663852e+000
1.000000001281046e-003	3.594772e+000
1.000000001308677e-003	3.456614e+000
1.000000001342775e-003	3.286127e+000
1.000000001350460e-003	3.247700e+000
1.000000001365831e-003	3.170845e+000
1.000000001396573e-003	3.017135e+000
1.000000001458057e-003	2.709718e+000
1.000000001473428e-003	2.632862e+000
1.000000001504169e-003	2.479153e+000
1.000000001565653e-003	2.171735e+000
1.000000001688620e-003	1.556898e+000
1.000000001719362e-003	1.403189e+000
1.000000001780846e-003	1.095771e+000
1.000000001903813e-003	4.809341e-001
1.000000002000000e-003	0.000000e+000
1.000000002001639e-003	0.000000e+000
1.000000002004917e-003	0.000000e+000
1.000000002011472e-003	0.000000e+000
1.000000002024583e-003	0.000000e+000
1.000000002039544e-003	0.000000e+000
1.000000002068572e-003	0.000000e+000
1.000000002109812e-003	0.000000e+000
1.000000002184613e-003	0.000000e+000
1.000000002282479e-003	0.000000e+000
1.000000002452452e-003	0.000000e+000
1.000000002685472e-003	0.000000e+000
1.000000003084306e-003	0.000000e+000
1.000000003634799e-003	0.000000e+000
1.000000004552136e-003	0.000000e+000
1.000000005833932e-003	0.000000e+000
1.000000007930899e-003	0.000000e+000
1.000000010881650e-003	0.000000e+000
1.000000015614526e-003	0.000000e+000
1.000000022295700e-003	0.000000e+000
1.000000032805020e-003	0.000000e+000
1.000000047607266e-003	0.000000e+000
1.000000070390367e-003	0.000000e+000
1.000000102053179e-003	0.000000e+000
1.000000148490722e-003	0.000000e+000
1.000000209220308e-003	0.000000e+000
1.000000295505123e-003	0.000000e+000
1.000000408493671e-003	0.000000e+000
1.000000537807894e-003	0.000000e+000
1.000000687944589e-003	0.000000e+000
1.000000883268080e-003	0.000000e+000
1.000001148639471e-003	0.000000e+000
1.000001551625268e-003	0.000000e+000
1.000002193824165e-003	0.000000e+000
1.000003268979181e-003	0.000000e+000
1.000005220081447e-003	0.000000e+000
1.000009122285978e-003	0.000000e+000
1.000016926695041e-003	0.000000e+000
1.000029605391091e-003	0.000000e+000
1.000050094398068e-003	0.000000e+000
1.000091072412022e-003	0.000000e+000
1.000101316915511e-003	0.000000e+000
1.000121805922488e-003	0.000000e+000
1.000126928174232e-003	0.000000e+000
1.000137172677721e-003	0.000000e+000
1.000157661684698e-003	0.000000e+000
1.000198639698652e-003	0.000000e+000
1.000280595726560e-003	0.000000e+000
1.000444507782376e-003	0.000000e+000
1.000705836714987e-003	0.000000e+000
1.001081176109139e-003	0.000000e+000
1.001643365586271e-003	0.000000e+000
1.002500562534593e-003	0.000000e+000
1.005755686272121e-003	0.000000e+000
1.013243787242625e-003	0.000000e+000
1.035690287128143e-003	0.000000e+000
1.079690287128143e-003	0.000000e+000
1.123690287128143e-003	0.000000e+000
1.167690287128143e-003	0.000000e+000
1.233690287128144e-003	0.000000e+000
1.255690287128144e-003	0.000000e+000
1.277690287128144e-003	0.000000e+000
1.299690287128144e-003	0.000000e+000
2.000000000000000e-003	0.000000e+000
2.000000000100000e-003	4.999981e-001
2.000000000300000e-003	1.500000e+000
2.000000000302777e-003	1.513884e+000
2.000000000308330e-003	1.541651e+000
2.000000000319437e-003	1.597183e+000
2.000000000341650e-003	1.708250e+000
2.000000000385240e-003	1.926197e+000
2.000000000422914e-003	2.114573e+000
2.000000000444443e-003	2.222214e+000
2.000000000498264e-003	2.491322e+000
2.000000000552086e-003	2.760429e+000
2.000000000605907e-003	3.029534e+000
2.000000000659728e-003	3.298641e+000
2.000000000713550e-003	3.567747e+000
2.000000000767371e-003	3.836855e+000
2.000000000821192e-003	4.105960e+000
2.000000000875014e-003	4.375069e+000
2.000000000896542e-003	4.482710e+000
2.000000000939599e-003	4.697996e+000
2.000000001000000e-003	5.000000e+000
2.000000001001295e-003	5.000000e+000
2.000000001003887e-003	5.000000e+000
2.000000001009069e-003	5.000000e+000
2.000000001016342e-003	5.000000e+000
2.000000001024660e-003	5.000000e+000
2.000000001037850e-003	5.000000e+000
2.000000001056426e-003	5.000000e+000
2.000000001085222e-003	5.000000e+000
2.000000001124094e-003	5.000000e+000
2.000000001183225e-003	5.000000e+000
2.000000001264930e-003	5.000000e+000
2.000000001388761e-003	5.000000e+000
2.000000001560858e-003	5.000000e+000
2.000000001819337e-003	5.000000e+000
2.000000002181284e-003	5.000000e+000
2.000000002722038e-003	5.000000e+000
2.000000003483804e-003	5.000000e+000
2.000000004616245e-003	5.000000e+000
2.000000006219602e-003	5.000000e+000
2.000000008593938e-003	5.000000e+000
2.000000011970301e-003	5.000000e+000
2.000000016954544e-003	5.000000e+000
2.000000024068745e-003	5.000000e+000
2.000000034545384e-003	5.000000e+000
2.000000049526972e-003	5.000000e+000
2.000000071529919e-003	5.000000e+000
2.000000103046770e-003	5.000000e+000
2.000000149170535e-003	5.000000e+000
2.000000215222226e-003	5.000000e+000
2.000000311291648e-003	5.000000e+000
2.000000447950413e-003	5.000000e+000
2.000000652079636e-003	5.000000e+000
2.000000971995940e-003	5.000000e+000
2.000001445697738e-003	5.000000e+000
2.000002183519302e-003	5.000000e+000
2.000003131234538e-003	5.000000e+000
2.000004276404167e-003	5.000000e+000
2.000005661061161e-003	5.000000e+000
2.000007588406984e-003	5.000000e+000
2.000010735143955e-003	5.000000e+000
2.000016592674842e-003	5.000000e+000
2.000028307736616e-003	5.000000e+000
2.000051737860164e-003	5.000000e+000
2.000098598107260e-003	5.000000e+000
2.000754037805653e-003	5.000000e+000
2.001502594237281e-003	5.000000e+000
2.002999707100538e-003	5.000000e+000
2.003373985316352e-003	5.000000e+000
2.004122541747980e-003	5.000000e+000
2.005619654611237e-003	5.000000e+000
2.005936860257115e-003	5.000000e+000
2.006571271548872e-003	5.000000e+000
2.007840094132385e-003	5.000000e+000
2.013292567203423e-003	5.000000e+000
2.033843414650903e-003	5.000000e+000
2.077843414650902e-003	5.000000e+000
2.121843414650902e-003	5.000000e+000
2.143843414650902e-003	5.000000e+000
2.165843414650902e-003	5.000000e+000
2.187843414650902e-003	5.000000e+000
2.209843414650902e-003	5.000000e+000
2.231843414650902e-003	5.000000e+000
2.253843414650902e-003	5.000000e+000
2.275843414650901e-003	5.000000e+000
2.297843414650901e-003	5.000000e+000
2.319843414650901e-003	5.000000e+000
2.341843414650901e-003	5.000000e+000
2.363843414650901e-003	5.000000e+000
2.385843414650901e-003	5.000000e+000
2.407843414650901e-003	5.000000e+000
3.000000001000000e-003	5.000000e+000
3.000000001100000e-003	4.500000e+000
3.000000001103677e-003	4.481617e+000
3.000000001111030e-003	4.444849e+000
3.000000001125737e-003	4.371315e+000
3.000000001155151e-003	4.224245e+000
3.000000001199930e-003	4.000353e+000
3.000000001243741e-003	3.781294e+000
3.000000001289805e-003	3.550974e+000
3.000000001297034e-003	3.514832e+000
3.000000001311491e-003	3.442547e+000
3.000000001340404e-003	3.297981e+000
3.000000001347633e-003	3.261837e+000
3.000000001362089e-003	3.189554e+000
3.000000001391003e-003	3.044987e+000
3.000000001448830e-003	2.755850e+000
3.000000001463287e-003	2.683565e+000
3.000000001492201e-003	2.538998e+000
3.000000001550028e-003	2.249861e+000
3.000000001665682e-003	1.671589e+000
3.000000001694596e-003	1.527021e+000
3.000000001752423e-003	1.237883e+000
3.000000001868078e-003	6.596107e-001
3.000000002000000e-003	0.000000e+000
3.000000002005448e-003	0.000000e+000
3.000000002016346e-003	0.000000e+000
3.000000002038139e-003	0.000000e+000
3.000000002071373e-003	0.000000e+000
3.000000002107793e-003	0.000000e+000
3.000000002177018e-003	0.000000e+000
3.000000002276773e-003	0.000000e+000
3.000000002451322e-003	0.000000e+000
3.000000002687273e-003	0.000000e+000
3.000000003089615e-003	0.000000e+000
3.000000003654374e-003	0.000000e+000
3.000000004602278e-003	0.000000e+000
3.000000005937822e-003	0.000000e+000
3.000000008130453e-003	0.000000e+000
3.000000011246116e-003	0.000000e+000
3.000000016273794e-003	0.000000e+000
3.000000023436973e-003	0.000000e+000
3.000000034778317e-003	0.000000e+000
3.000000050911327e-003	0.000000e+000
3.000000075884598e-003	0.000000e+000
3.000000110863631e-003	0.000000e+000
3.000000162410688e-003	0.000000e+000
3.000000230354579e-003	0.000000e+000
3.000000326189111e-003	0.000000e+000
3.000000445305156e-003	0.000000e+000
3.000000588889384e-003	0.000000e+000
3.000000772498704e-003	0.000000e+000
3.000001041902900e-003	0.000000e+000
3.000001479778554e-003	0.000000e+000
3.000002219653429e-003	0.000000e+000
3.000003561649600e-003	0.000000e+000
3.000006243928338e-003	0.000000e+000
3.000011608485812e-003	0.000000e+000
3.000017506509821e-003	0.000000e+000
3.000027292151587e-003	0.000000e+000
3.000041245186922e-003	0.000000e+000
3.000069151257591e-003	0.000000e+000
3.000076127775259e-003	0.000000e+000
3.000090080810593e-003	0.000000e+000
3.000117986881263e-003	0.000000e+000
3.000124963398930e-003	0.000000e+000
3.000138916434265e-003	0.000000e+000
3.000166822504935e-003	0.000000e+000
3.000222634646273e-003	0.000000e+000
3.000281341135717e-003	0.000000e+000
3.000398754114605e-003	0.000000e+000
3.000623586811288e-003	0.000000e+000
3.000923228975277e-003	0.000000e+000
3.001886429105497e-003	0.000000e+000
3.003923791773202e-003	0.000000e+000
3.011736657248906e-003	0.000000e+000
3.028744982592562e-003	0.000000e+000
3.072744982592562e-003	0.000000e+000
3.116744982592561e-003	0.000000e+000
3.160744982592561e-003	0.000000e+000
3.226744982592561e-003	0.000000e+000
3.248744982592561e-003	0.000000e+000
3.270744982592561e-003	0.000000e+000
3.292744982592561e-003	0.000000e+000
3.336744982592560e-003	0.000000e+000
4.000000000000000e-003	0.000000e+000
4.000000000100000e-003	5.000000e-001
4.000000000300000e-003	1.500000e+000
4.000000000302776e-003	1.513882e+000
4.000000000308330e-003	1.541649e+000
4.000000000319436e-003	1.597183e+000
4.000000000341650e-003	1.708248e+000
4.000000000385224e-003	1.926121e+000
4.000000000422910e-003	2.114552e+000
4.000000000444445e-003	2.222225e+000
4.000000000498282e-003	2.491409e+000
4.000000000552119e-003	2.760595e+000
4.000000000605956e-003	3.029781e+000
4.000000000659794e-003	3.298967e+000
4.000000000713631e-003	3.568153e+000
4.000000000767468e-003	3.837338e+000
4.000000000821305e-003	4.106524e+000
4.000000000875142e-003	4.375710e+000
4.000000000939747e-003	4.698734e+000
4.000000001000001e-003	5.000000e+000
4.000000001001444e-003	5.000000e+000
4.000000001004331e-003	5.000000e+000
4.000000001010106e-003	5.000000e+000
4.000000001021656e-003	5.000000e+000
4.000000001034673e-003	5.000000e+000
4.000000001059025e-003	5.000000e+000
4.000000001089171e-003	5.000000e+000
4.000000001144696e-003	5.000000e+000
4.000000001215379e-003	5.000000e+000
4.000000001340979e-003	5.000000e+000
4.000000001506582e-003	5.000000e+000
4.000000001795244e-003	5.000000e+000
4.000000002186649e-003	5.000000e+000
4.000000002856573e-003	5.000000e+000
4.000000003787114e-003	5.000000e+000
4.000000005355289e-003	5.000000e+000
4.000000007560819e-003	5.000000e+000
4.000000011219437e-003	5.000000e+000
4.000000016458977e-003	5.000000e+000
4.000000025054435e-003	5.000000e+000
4.000000037411661e-003	5.000000e+000
4.000000057250116e-003	5.000000e+000
4.000000085887582e-003	5.000000e+000
4.000000131239588e-003	5.000000e+000
4.000000196699262e-003	5.000000e+000
4.000000298408388e-003	5.000000e+000
4.000000443613453e-003	5.000000e+000
4.000000690470531e-003	5.000000e+000
4.000001082950682e-003	5.000000e+000
4.000001756304400e-003	5.000000e+000
4.000002919773273e-003	5.000000e+000
4.000004613260040e-003	5.000000e+000
4.000006646997334e-003	5.000000e+000
4.000009660719379e-003	5.000000e+000
4.000014700946756e-003	5.000000e+000
4.000024781401510e-003	5.000000e+000
4.000044942311017e-003	5.000000e+000
4.000085264130032e-003	5.000000e+000
4.000647503012826e-003	5.000000e+000
4.002569350825078e-003	5.000000e+000
4.005131814574748e-003	5.000000e+000
4.005702776417526e-003	5.000000e+000
4.005845516878220e-003	5.000000e+000
4.006701959642386e-003	5.000000e+000
4.010127730699048e-003	5.000000e+000
4.021380675580895e-003	5.000000e+000
4.058384602090024e-003	5.000000e+000
4.102384602090024e-003	5.000000e+000
4.146384602090025e-003	5.000000e+000
4.168384602090025e-003	5.000000e+000
4.190384602090026e-003	5.000000e+000
4.212384602090026e-003	5.000000e+000
4.234384602090026e-003	5.000000e+000
4.250835864279543e-003	5.000000e+000
4.269371762531171e-003	5.000000e+000
4.284462043151311e-003	5.000000e+000
4.301474213397299e-003	5.000000e+000
4.323474213397300e-003	5.000000e+000
4.420120754483400e-003	5.000000e+000
4.516767295569500e-003	5.000000e+000
4.613413836655600e-003	5.000000e+000
4.710060377741700e-003	5.000000e+000
4.806706918827799e-003	5.000000e+000
4.903353459913900e-003	5.000000e+000
5.000000001000000e-003	5.000000e+000
5.000000001100000e-003	4.500004e+000
5.000000001104233e-003	4.478836e+000
5.000000001112699e-003	4.436504e+000
5.000000001129632e-003	4.351841e+000
5.000000001163497e-003	4.182514e+000
5.000000001194885e-003	4.025578e+000
5.000000001224532e-003	3.877342e+000
5.000000001260623e-003	3.696888e+000
5.000000001299152e-003	3.504242e+000
5.000000001305769e-003	3.471153e+000
5.000000001319003e-003	3.404987e+000
5.000000001345472e-003	3.272644e+000
5.000000001352089e-003	3.239555e+000
5.000000001365323e-003	3.173386e+000
5.000000001391791e-003	3.041046e+000
5.000000001444728e-003	2.776360e+000
5.000000001484431e-003	2.577847e+000
5.000000001537368e-003	2.313164e+000
5.000000001643242e-003	1.783791e+000
5.000000001669711e-003	1.651447e+000
5.000000001722647e-003	1.386765e+000
5.000000001828522e-003	8.573914e-001
5.000000002000000e-003	0.000000e+000
5.000000002011794e-003	0.000000e+000
5.000000002035382e-003	0.000000e+000
5.000000002082557e-003	0.000000e+000
5.000000002136121e-003	0.000000e+000
5.000000002194017e-003	0.000000e+000
5.000000002309808e-003	0.000000e+000
5.000000002499606e-003	0.000000e+000
5.000000002800651e-003	0.000000e+000
5.000000003230497e-003	0.000000e+000
5.000000003924044e-003	0.000000e+000
5.000000004966347e-003	0.000000e+000
5.000000006628100e-003	0.000000e+000
5.000000009090435e-003	0.000000e+000
5.000000012963593e-003	0.000000e+000
5.000000018716683e-003	0.000000e+000
5.000000027667118e-003	0.000000e+000
5.000000040886618e-003	0.000000e+000
5.000000061145512e-003	0.000000e+000
5.000000090676618e-003	0.000000e+000
5.000000134520254e-003	0.000000e+000
5.000000195177264e-003	0.000000e+000
5.000000280053468e-003	0.000000e+000
5.000000392022471e-003	0.000000e+000
5.000000533910600e-003	0.000000e+000
5.000000710208321e-003	0.000000e+000
5.000000957987297e-003	0.000000e+000
5.000001357463263e-003	0.000000e+000
5.000002041401808e-003	0.000000e+000
5.000003294471660e-003	0.000000e+000
5.000005792907557e-003	0.000000e+000
5.000010789779351e-003	0.000000e+000
5.000019391246483e-003	0.000000e+000
5.000031262677568e-003	0.000000e+000
5.000052509715370e-003	0.000000e+000
5.000095003790973e-003	0.000000e+000
5.000105627309874e-003	0.000000e+000
5.000126874347676e-003	0.000000e+000
5.000132186107126e-003	0.000000e+000
5.000142809626027e-003	0.000000e+000
5.000164056663829e-003	0.000000e+000
5.000206550739432e-003	0.000000e+000
5.000291538890638e-003	0.000000e+000
5.000461515193052e-003	0.000000e+000
5.000728470355231e-003	0.000000e+000
5.001110651125293e-003	0.000000e+000
5.001678967753460e-003	0.000000e+000
5.002544440151947e-003	0.000000e+000
5.005792275500261e-003	0.000000e+000
5.019481738463278e-003	0.000000e+000
5.053605492825229e-003	0.000000e+000
5.097605492825229e-003	0.000000e+000
5.141605492825230e-003	0.000000e+000
5.207605492825231e-003	0.000000e+000
5.251605492825232e-003	0.000000e+000
5.273605492825232e-003	0.000000e+000
5.295605492825232e-003	0.000000e+000
5.355319778539518e-003	0.000000e+000
5.415034064253805e-003	0.000000e+000
5.474748349968092e-003	0.000000e+000
5.534462635682379e-003	0.000000e+000
5.594176921396665e-003	0.000000e+000
5.653891207110952e-003	0.000000e+000
5.713605492825238e-003	0.000000e+000
6.000000000000000e-003	0.000000e+000
6.000000000100000e-003	5.000000e-001
6.000000000300000e-003	1.500000e+000
6.000000000302776e-003	1.513882e+000
6.000000000308330e-003	1.541649e+000
6.000000000319436e-003	1.597183e+000
6.000000000341650e-003	1.708244e+000
6.000000000385224e-003	1.926121e+000
6.000000000422910e-003	2.114552e+000
6.000000000444445e-003	2.222221e+000
6.000000000498282e-003	2.491409e+000
6.000000000552119e-003	2.760595e+000
6.000000000605956e-003	3.029781e+000
6.000000000659794e-003	3.298967e+000
6.000000000713631e-003	3.568152e+000
6.000000000767468e-003	3.837338e+000
6.000000000821305e-003	4.106524e+000
6.000000000875142e-003	4.375710e+000
6.000000000939747e-003	4.698734e+000
6.000000001000001e-003	5.000000e+000
6.000000001004135e-003	5.000000e+000
6.000000001012404e-003	5.000000e+000
6.000000001028941e-003	5.000000e+000
6.000000001050549e-003	5.000000e+000
6.000000001075597e-003	5.000000e+000
6.000000001120150e-003	5.000000e+000
6.000000001187248e-003	5.000000e+000
6.000000001295976e-003	5.000000e+000
6.000000001449044e-003	5.000000e+000
6.000000001696169e-003	5.000000e+000
6.000000002057091e-003	5.000000e+000
6.000000002636620e-003	5.000000e+000
6.000000003484893e-003	5.000000e+000
6.000000004837605e-003	5.000000e+000
6.000000006836552e-003	5.000000e+000
6.000000010010822e-003	5.000000e+000
6.000000014734622e-003	5.000000e+000
6.000000022200570e-003	5.000000e+000
6.000000033391624e-003	5.000000e+000
6.000000051011228e-003	5.000000e+000
6.000000077534811e-003	5.000000e+000
6.000000118798127e-003	5.000000e+000
6.000000180230629e-003	5.000000e+000
6.000000274602729e-003	5.000000e+000
6.000000429495252e-003	5.000000e+000
6.000000717146233e-003	5.000000e+000
6.000001188537591e-003	5.000000e+000
6.000002089314796e-003	5.000000e+000
6.000003749892085e-003	5.000000e+000
6.000005843722007e-003	5.000000e+000
6.000008815888002e-003	5.000000e+000
6.000013407531537e-003	5.000000e+000
6.000022590818607e-003	5.000000e+000
6.000040957392746e-003	5.000000e+000
6.000077690541025e-003	5.000000e+000
6.000298089430698e-003	5.000000e+000
6.002330281702515e-003	5.000000e+000
6.004652787156020e-003	5.000000e+000
6.005233413519396e-003	5.000000e+000
6.005378570110241e-003	5.000000e+000
6.005886618178196e-003	5.000000e+000
6.006757557723260e-003	5.000000e+000
6.010241315903517e-003	5.000000e+000
6.022503158772463e-003	5.000000e+000
6.060852282597725e-003	5.000000e+000
6.104852282597726e-003	5.000000e+000
6.148852282597726e-003	5.000000e+000
6.170852282597727e-003	5.000000e+000
6.192852282597727e-003	5.000000e+000
6.214852282597727e-003	5.000000e+000
6.236852282597728e-003	5.000000e+000
6.239161931137006e-003	5.000000e+000
6.243781228215563e-003	5.000000e+000
6.251749305369575e-003	5.000000e+000
6.256981633242032e-003	5.000000e+000
6.263395009617768e-003	5.000000e+000
6.270581263124912e-003	5.000000e+000
6.306239003398336e-003	5.000000e+000
6.460239003398339e-003	5.000000e+000
7.000000001000000e-003	5.000000e+000
7.000000001100000e-003	4.500000e+000
7.000000001104791e-003	4.476044e+000
7.000000001114374e-003	4.428131e+000
7.000000001133538e-003	4.332314e+000
7.000000001146819e-003	4.265915e+000
7.000000001158646e-003	4.206772e+000
7.000000001175903e-003	4.120483e+000
7.000000001189705e-003	4.051476e+000
7.000000001205259e-003	3.973701e+000
7.000000001221078e-003	3.894608e+000
7.000000001252716e-003	3.736427e+000
7.000000001260625e-003	3.696869e+000
7.000000001276444e-003	3.617775e+000
7.000000001300953e-003	3.495239e+000
7.000000001327743e-003	3.361290e+000
7.000000001334441e-003	3.327805e+000
7.000000001347835e-003	3.260826e+000
7.000000001374625e-003	3.126877e+000
7.000000001428203e-003	2.858986e+000
7.000000001441598e-003	2.792015e+000
7.000000001468387e-003	2.658066e+000
7.000000001521966e-003	2.390175e+000
7.000000001629123e-003	1.854385e+000
7.000000001655913e-003	1.720436e+000
7.000000001709491e-003	1.452545e+000
7.000000001816649e-003	9.167557e-001
7.000000002000000e-003	0.000000e+000
7.000000002013585e-003	0.000000e+000
7.000000002040754e-003	0.000000e+000
7.000000002095093e-003	0.000000e+000
7.000000002155821e-003	0.000000e+000
7.000000002220262e-003	0.000000e+000
7.000000002349145e-003	0.000000e+000
7.000000002571662e-003	0.000000e+000
7.000000002916565e-003	0.000000e+000
7.000000003420583e-003	0.000000e+000
7.000000004220242e-003	0.000000e+000
7.000000005456104e-003	0.000000e+000
7.000000007400953e-003	0.000000e+000
7.000000010347230e-003	0.000000e+000
7.000000014933313e-003	0.000000e+000
7.000000021882828e-003	0.000000e+000
7.000000032613952e-003	0.000000e+000
7.000000048738630e-003	0.000000e+000
7.000000073269759e-003	0.000000e+000
7.000000109495723e-003	0.000000e+000
7.000000162463514e-003	0.000000e+000
7.000000236050661e-003	0.000000e+000
7.000000339157765e-003	0.000000e+000
7.000000468318397e-003	0.000000e+000
7.000000625319408e-003	0.000000e+000
7.000000833277218e-003	0.000000e+000
7.000001150820602e-003	0.000000e+000
7.000001686900615e-003	0.000000e+000
7.000002630892783e-003	0.000000e+000
7.000004431669023e-003	0.000000e+000
7.000008033221502e-003	0.000000e+000
7.000015236326460e-003	0.000000e+000
7.000029549330123e-003	0.000000e+000
7.000050970563649e-003	0.000000e+000
7.000093813030702e-003	0.000000e+000
7.000104523647466e-003	0.000000e+000
7.000125944880992e-003	0.000000e+000
7.000131300189374e-003	0.000000e+000
7.000142010806137e-003	0.000000e+000
7.000163432039664e-003	0.000000e+000
7.000206274506717e-003	0.000000e+000
7.000291959440822e-003	0.000000e+000
7.000463329309033e-003	0.000000e+000
7.000726000147800e-003	0.000000e+000
7.001106688768911e-003	0.000000e+000
7.001666213441259e-003	0.000000e+000
7.002525624202828e-003	0.000000e+000
7.005728063774533e-003	0.000000e+000
7.012992458439632e-003	0.000000e+000
7.034212042771280e-003	0.000000e+000
7.078212042771281e-003	0.000000e+000
7.122212042771282e-003	0.000000e+000
7.166212042771282e-003	0.000000e+000
7.232212042771283e-003	0.000000e+000
7.254212042771283e-003	0.000000e+000
7.276212042771284e-003	0.000000e+000
7.298212042771284e-003	0.000000e+000
8.000000000000000e-003	0.000000e+000
8.000000000100000e-003	5.000000e-001
8.000000000300000e-003	1.500000e+000
8.000000000302777e-003	1.513885e+000
8.000000000308330e-003	1.541649e+000
8.000000000319437e-003	1.597183e+000
8.000000000341651e-003	1.708252e+000
8.000000000385260e-003	1.926292e+000
8.000000000422889e-003	2.114441e+000
8.000000000444391e-003	2.221954e+000
8.000000000498147e-003	2.490734e+000
8.000000000554975e-003	2.774873e+000
8.000000000611801e-003	3.059003e+000
8.000000000668629e-003	3.343142e+000
8.000000000725455e-003	3.627272e+000
8.000000000782282e-003	3.911412e+000
8.000000000839109e-003	4.195543e+000
8.000000000895936e-003	4.479683e+000
8.000000000938940e-003	4.694702e+000
8.000000001000001e-003	5.000000e+000
8.000000001004187e-003	5.000000e+000
8.000000001012558e-003	5.000000e+000
8.000000001029302e-003	5.000000e+000
8.000000001051014e-003	5.000000e+000
8.000000001076247e-003	5.000000e+000
8.000000001121107e-003	5.000000e+000
8.000000001188846e-003	5.000000e+000
8.000000001298318e-003	5.000000e+000
8.000000001452715e-003	5.000000e+000
8.000000001701564e-003	5.000000e+000
8.000000002065643e-003	5.000000e+000
8.000000002649331e-003	5.000000e+000
8.000000003504877e-003	5.000000e+000
8.000000004867454e-003	5.000000e+000
8.000000006883383e-003	5.000000e+000
8.000000010081210e-003	5.000000e+000
8.000000014844780e-003	5.000000e+000
8.000000022366878e-003	5.000000e+000
8.000000033651467e-003	5.000000e+000
8.000000051405000e-003	5.000000e+000
8.000000078148641e-003	5.000000e+000
8.000000120070154e-003	5.000000e+000
8.000000183350908e-003	5.000000e+000
8.000000281856899e-003	5.000000e+000
8.000000441053550e-003	5.000000e+000
8.000000738621152e-003	5.000000e+000
8.000001223188382e-003	5.000000e+000
8.000002162726335e-003	5.000000e+000
