time	V(vin)
8.000003885319197e-003	5.000000e+000
8.000006396716705e-003	5.000000e+000
8.000009807182157e-003	5.000000e+000
8.000015656371847e-003	5.000000e+000
8.000027354751225e-003	5.000000e+000
8.000050751509981e-003	5.000000e+000
8.000097545027495e-003	5.000000e+000
8.000748658611452e-003	5.000000e+000
8.001490392714290e-003	5.000000e+000
8.002973860919967e-003	5.000000e+000
8.003344727971387e-003	5.000000e+000
8.004086462074225e-003	5.000000e+000
8.005569930279902e-003	5.000000e+000
8.005897588861241e-003	5.000000e+000
8.006552906023918e-003	5.000000e+000
8.007863540349271e-003	5.000000e+000
8.013336173627327e-003	5.000000e+000
8.034061094567016e-003	5.000000e+000
8.078061094567015e-003	5.000000e+000
8.122061094567014e-003	5.000000e+000
8.144061094567013e-003	5.000000e+000
8.166061094567013e-003	5.000000e+000
8.188061094567012e-003	5.000000e+000
8.210061094567012e-003	5.000000e+000
8.232061094567011e-003	5.000000e+000
8.247131029528955e-003	5.000000e+000
8.262679829028969e-003	5.000000e+000
8.271730413792356e-003	5.000000e+000
8.280861292967559e-003	5.000000e+000
8.293338001395610e-003	5.000000e+000
8.308467865199117e-003	5.000000e+000
8.330467865199117e-003	5.000000e+000
9.000000001000000e-003	5.000000e+000
9.000000001100000e-003	4.500000e+000
9.000000001104888e-003	4.475555e+000
9.000000001114665e-003	4.426682e+000
9.000000001134217e-003	4.328911e+000
9.000000001158163e-003	4.209183e+000
9.000000001190032e-003	4.049843e+000
9.000000001221685e-003	3.891571e+000
9.000000001254513e-003	3.727432e+000
9.000000001298990e-003	3.505051e+000
9.000000001305759e-003	3.471207e+000
9.000000001319295e-003	3.403526e+000
9.000000001346369e-003	3.268158e+000
9.000000001353137e-003	3.234314e+000
9.000000001366674e-003	3.166634e+000
9.000000001393747e-003	3.031265e+000
9.000000001447893e-003	2.760536e+000
9.000000001461429e-003	2.692856e+000
9.000000001488503e-003	2.557487e+000
9.000000001542649e-003	2.286758e+000
9.000000001650943e-003	1.745285e+000
9.000000001678016e-003	1.609917e+000
9.000000001732162e-003	1.339188e+000
9.000000001840456e-003	7.977219e-001
9.000000002000000e-003	0.000000e+000
9.000000002012605e-003	0.000000e+000
9.000000002037812e-003	0.000000e+000
9.000000002088227e-003	0.000000e+000
9.000000002146805e-003	0.000000e+000
9.000000002209768e-003	0.000000e+000
9.000000002335695e-003	0.000000e+000
9.000000002550138e-003	0.000000e+000
9.000000002888945e-003	0.000000e+000
9.000000003383028e-003	0.000000e+000
9.000000004178912e-003	0.000000e+000
9.000000005404484e-003	0.000000e+000
9.000000007360759e-003	0.000000e+000
9.000000010321091e-003	0.000000e+000
9.000000014990735e-003	0.000000e+000
9.000000022067380e-003	0.000000e+000
9.000000033132402e-003	0.000000e+000
9.000000049782462e-003	0.000000e+000
9.000000075420067e-003	0.000000e+000
9.000000113363984e-003	0.000000e+000
9.000000169430240e-003	0.000000e+000
9.000000247561694e-003	0.000000e+000
9.000000358411919e-003	0.000000e+000
9.000000492222346e-003	0.000000e+000
9.000000654924161e-003	0.000000e+000
9.000000874640203e-003	0.000000e+000
9.000001219732592e-003	0.000000e+000
9.000001805950309e-003	0.000000e+000
9.000002851659207e-003	0.000000e+000
9.000004875022394e-003	0.000000e+000
9.000008921748770e-003	0.000000e+000
9.000017015201520e-003	0.000000e+000
9.000033202107020e-003	0.000000e+000
9.000062430421856e-003	0.000000e+000
9.000069726201003e-003	0.000000e+000
9.000084317759297e-003	0.000000e+000
9.000113500875883e-003	0.000000e+000
9.000120796655031e-003	0.000000e+000
9.000135388213324e-003	0.000000e+000
9.000164571329910e-003	0.000000e+000
9.000222937563083e-003	0.000000e+000
9.000338404693662e-003	0.000000e+000
9.000548340464435e-003	0.000000e+000
9.000822265824968e-003	0.000000e+000
9.001260896412063e-003	0.000000e+000
9.001877353907834e-003	0.000000e+000
9.004269438203733e-003	0.000000e+000
9.009585807251138e-003	0.000000e+000
9.022906796779579e-003	0.000000e+000
9.061351617600527e-003	0.000000e+000
9.105351617600526e-003	0.000000e+000
9.149351617600525e-003	0.000000e+000
9.215351617600523e-003	0.000000e+000
9.259351617600522e-003	0.000000e+000
9.281351617600521e-003	0.000000e+000
9.303351617600521e-003	0.000000e+000
9.978000000000001e-003	0.000000e+000
1.000000000000000e-002	0.000000e+000
